,Hours,Expected Attendance,Actual Attendance,Program Delivered,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Non-WSU,Unsure,Latitude,Longitude,category_encoded,year,month,day,DOW_encoded,Start Hour,Start Minute,End Hour,End Minute,Program_encoded,Facilitator 1_encoded,Format_encoded,Campus_encoded
520,0.0,33.15399610136452,27.0,Yes,0,0,27,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,7,23,8,14,0,14,25,58,15,0,3
521,0.0,33.15399610136452,30.0,Yes,0,0,30,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,7,29,2,12,0,12,25,58,15,0,3
522,0.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,8,14,10,9,0,9,25,58,15,0,3
523,0.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,8,14,10,9,30,9,55,58,15,0,3
524,0.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,8,14,10,13,0,13,25,58,15,0,3
525,0.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,8,14,10,13,30,13,55,58,15,0,3
526,2.0,33.15399610136452,37.0,Yes,0,0,37,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,10,4,15,30,17,0,9,16,0,3
527,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,10,4,17,45,19,15,9,16,0,3
528,2.0,33.15399610136452,38.0,Yes,0,0,38,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,11,5,11,0,12,30,9,16,0,3
529,2.0,33.15399610136452,29.0,Yes,0,0,29,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,11,5,13,15,14,45,9,16,0,3
530,2.0,33.15399610136452,29.0,Yes,0,0,29,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,11,5,15,30,17,0,9,16,0,3
531,2.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,12,2,11,0,12,30,9,16,0,3
532,2.0,33.15399610136452,34.0,Yes,0,0,34,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,12,2,13,15,14,45,9,16,0,3
533,2.0,33.15399610136452,32.0,Yes,0,0,32,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,13,8,11,0,12,30,9,16,0,3
534,2.0,33.15399610136452,22.0,Yes,0,0,22,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,13,10,13,15,14,45,9,16,0,3
535,2.0,33.15399610136452,23.0,Yes,0,0,23,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,14,10,11,0,12,30,9,16,0,3
536,2.0,33.15399610136452,23.0,Yes,0,0,23,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,14,10,13,15,14,45,9,16,0,3
537,2.0,33.15399610136452,27.0,Yes,0,0,27,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,15,6,11,0,12,30,9,16,0,3
538,2.0,33.15399610136452,40.0,Yes,0,0,40,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,16,0,14,15,16,0,9,16,0,3
539,2.0,33.15399610136452,30.0,Yes,0,0,30,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,10,14,2,16,15,17,45,9,16,0,3
540,2.0,33.15399610136452,14.0,Yes,0,0,14,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,10,17,6,14,15,15,45,9,16,0,3
541,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,10,23,10,17,45,19,15,9,16,0,3
542,2.0,33.15399610136452,30.0,Yes,0,0,30,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,10,29,8,16,15,17,45,9,16,0,3
543,2.0,33.15399610136452,36.0,Yes,0,0,36,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,11,4,2,16,30,17,45,9,16,0,3
544,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,11,5,8,10,35,12,5,9,16,0,3
545,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,11,13,10,9,15,10,45,9,16,0,3
546,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,11,14,6,15,30,17,0,9,16,0,3
547,2.0,33.15399610136452,18.0,Yes,0,0,18,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,11,18,2,15,10,16,40,9,16,0,3
548,2.0,33.15399610136452,14.0,Yes,0,0,14,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,12,4,10,10,10,11,40,9,16,0,3
549,2.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2019,12,5,6,15,30,17,0,9,16,0,3
550,2.0,33.15399610136452,36.0,Yes,0,0,36,0,0,0,0.0,0.0,46.729809,-117.163473,2,2020,1,12,5,11,30,13,0,9,16,0,3
551,2.0,33.15399610136452,30.0,Yes,0,0,30,0,0,0,0.0,0.0,46.729809,-117.163473,2,2020,1,12,5,14,0,15,30,9,16,0,3
552,2.0,33.15399610136452,36.0,Yes,0,0,36,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,1,12,5,11,30,13,0,9,16,0,3
553,0.0,40.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,18,8,10,0,11,0,18,17,2,3
554,0.0,40.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,19,10,10,0,11,0,18,17,2,3
555,0.0,40.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,21,0,13,0,14,0,18,17,2,3
556,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,13,30,14,30,18,18,2,3
557,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,15,0,16,0,18,18,2,3
558,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,17,2,11,30,12,30,18,18,2,3
559,1.0,33.15399610136452,70.0,Yes,0,0,70,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,10,4,14,0,15,0,37,19,0,3
560,1.0,33.15399610136452,63.0,Yes,0,0,63,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,11,5,11,45,12,45,37,19,0,3
561,1.0,33.15399610136452,61.0,Yes,0,0,61,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,11,5,14,0,15,0,37,19,0,3
562,1.0,33.15399610136452,73.0,Yes,0,0,73,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,11,5,9,30,10,30,37,19,0,3
563,1.0,33.15399610136452,14.0,Yes,0,0,14,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,12,2,9,30,10,30,37,19,0,3
564,1.0,33.15399610136452,46.0,Yes,0,0,46,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,12,2,11,45,12,45,37,19,0,3
565,1.0,33.15399610136452,21.0,Yes,0,0,21,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,13,8,9,30,10,30,37,19,0,3
566,1.0,33.15399610136452,32.0,Yes,0,0,32,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,13,8,11,45,12,45,37,19,0,3
567,1.0,33.15399610136452,56.0,Yes,0,0,56,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,14,10,9,30,10,30,37,19,0,3
568,1.0,33.15399610136452,53.0,Yes,0,0,53,0,0,0,0.0,0.0,46.729809,-117.163473,2,2019,8,14,10,11,45,12,45,37,19,0,3
569,1.0,33.15399610136452,67.0,Yes,0,0,67,0,0,0,0.0,0.0,46.729801,-117.161642,2,2019,8,15,6,9,30,10,30,37,19,0,3
570,1.0,71.0,66.0,Yes,0,0,66,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,1,12,5,10,0,11,0,37,19,0,3
571,1.0,61.0,51.0,Yes,0,0,51,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,1,12,5,12,30,13,30,37,19,0,3
572,1.0,40.0,21.698763250883392,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2021,8,15,5,13,15,14,15,30,20,2,3
573,1.0,40.0,21.698763250883392,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2021,8,15,5,14,45,15,45,30,20,2,3
574,0.0,40.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,9,0,10,0,18,21,2,3
575,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,15,0,16,0,18,21,2,3
576,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,18,8,11,30,12,30,18,21,2,3
577,1.0,40.0,30.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,10,5,2,15,30,16,30,28,21,2,3
578,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,10,30,11,30,18,22,2,3
579,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,13,30,14,30,18,22,2,3
580,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,16,5,15,0,16,0,18,22,2,3
581,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,17,2,10,0,11,0,18,22,2,3
582,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,18,8,10,0,11,0,18,22,2,3
583,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,19,10,10,0,11,0,18,22,2,3
584,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,20,6,10,0,11,0,18,22,2,3
585,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,22,4,9,30,10,30,18,22,2,3
586,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,22,4,11,0,12,0,18,22,2,3
587,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,22,4,13,30,14,30,18,22,2,3
588,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,24,2,10,0,11,0,6,22,2,3
589,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,24,2,15,30,16,30,14,22,2,3
590,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,25,8,10,0,11,0,5,22,2,3
591,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,25,8,15,30,16,30,5,22,2,3
592,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,26,10,10,0,11,0,14,22,2,3
593,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,26,10,15,30,16,30,14,22,2,3
594,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,27,6,10,0,11,0,5,22,2,3
595,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,27,6,15,30,16,30,5,22,2,3
596,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,28,0,10,0,11,0,14,22,2,3
597,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,28,0,16,0,17,0,5,22,2,3
598,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,8,29,4,10,0,11,0,28,22,2,3
599,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,31,2,10,0,11,0,15,22,2,3
600,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,8,31,2,15,30,16,30,15,22,2,3
601,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,1,8,10,0,11,0,6,22,2,3
602,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,1,8,15,30,16,30,6,22,2,3
603,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,2,10,10,0,11,0,15,22,2,3
604,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,2,10,15,30,16,30,15,22,2,3
605,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,3,6,10,0,11,0,6,22,2,3
606,1.0,1.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,3,6,15,30,16,30,6,22,2,3
607,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,4,0,10,0,11,0,15,22,2,3
608,1.0,1.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,4,0,16,0,17,0,6,22,2,3
609,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,8,8,15,0,16,0,14,22,2,3
610,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,9,10,15,0,16,0,5,22,2,3
611,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,10,6,15,0,16,0,5,22,2,3
612,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,15,8,15,0,16,0,14,22,2,3
613,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,16,10,15,0,16,0,5,22,2,3
614,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,17,6,15,0,16,0,5,22,2,3
615,1.0,25.0,2.0,Yes,0,0,2,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,29,8,15,0,16,0,15,22,2,3
616,1.0,25.0,2.0,Yes,0,0,2,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,9,30,10,15,0,16,0,6,22,2,3
617,1.0,25.0,2.0,Yes,0,0,2,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,1,6,15,0,16,0,6,22,2,3
618,1.0,33.15399610136452,20.0,Yes,0,0,20,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,2,0,14,0,14,50,67,22,2,3
619,1.0,40.0,26.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,10,2,0,11,30,12,30,28,22,2,3
620,1.0,25.0,11.0,Yes,0,0,11,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,6,8,15,0,16,0,14,22,2,3
621,1.0,25.0,16.0,Yes,0,0,16,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,7,10,15,0,16,0,5,22,2,3
622,0.0,33.15399610136452,20.0,Yes,0,0,20,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,7,10,12,10,12,40,67,22,2,3
623,1.0,25.0,11.0,Yes,0,0,11,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,8,6,15,0,16,0,5,22,2,3
624,0.0,33.15399610136452,20.0,Yes,0,0,20,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,8,6,9,10,9,40,67,22,2,3
625,1.0,40.0,6.0,Yes,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,10,12,2,17,30,18,30,28,22,2,3
626,1.0,25.0,6.0,Yes,0,0,6,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,13,8,15,0,16,0,15,22,2,3
627,1.0,33.15399610136452,40.0,Yes,0,0,40,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,13,8,18,0,19,0,50,22,2,3
628,1.0,33.15399610136452,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,13,8,18,0,19,0,50,22,2,3
629,1.0,25.0,20.0,Yes,0,0,20,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,14,10,15,0,16,0,6,22,2,3
630,1.0,25.0,5.0,Yes,0,0,5,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,15,6,15,0,16,0,6,22,2,3
631,1.0,25.0,13.0,Yes,0,0,13,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,20,8,15,0,16,0,14,22,2,3
632,1.0,25.0,8.0,Yes,0,0,8,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,21,10,15,0,16,0,5,22,2,3
633,1.0,75.0,70.0,Yes,0,0,70,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,21,10,18,0,19,0,64,22,2,3
634,1.0,70.0,68.0,Yes,0,0,68,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,10,21,10,17,0,18,0,67,22,2,3
635,1.0,25.0,9.0,Yes,0,0,9,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,22,6,15,0,16,0,5,22,2,3
636,1.0,25.0,9.0,Yes,0,0,9,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,27,8,15,0,16,0,15,22,2,3
637,1.0,25.0,8.0,Yes,0,0,8,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,28,10,15,0,16,0,6,22,2,3
638,1.0,25.0,10.0,Yes,0,0,10,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,10,29,6,15,0,16,0,6,22,2,3
639,1.0,40.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,2,2020,10,30,0,9,30,10,30,28,22,2,3
640,1.0,25.0,7.0,Yes,0,0,7,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,3,8,15,0,16,0,14,22,2,3
641,1.0,25.0,10.0,Yes,0,0,10,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,4,10,15,0,16,0,5,22,2,3
642,1.0,25.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,5,6,15,0,16,0,5,22,2,3
643,1.0,33.15399610136452,17.0,Yes,0,0,17,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,9,2,16,0,17,0,65,22,2,3
644,1.0,25.0,6.0,Yes,0,0,6,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,10,8,15,0,16,0,15,22,2,3
645,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,12,6,15,0,16,0,6,22,2,3
646,1.0,25.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,13,0,16,0,17,0,6,22,2,3
647,1.0,25.0,3.0,Yes,0,0,3,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,17,8,15,0,16,0,14,22,2,3
648,1.0,33.15399610136452,40.0,Yes,0,0,40,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,11,17,8,18,0,19,0,67,22,2,3
649,1.0,25.0,7.0,Yes,0,0,7,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,11,18,10,15,0,16,0,5,22,2,3
650,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,1,8,15,0,16,0,15,22,2,3
651,1.0,33.15399610136452,50.0,Yes,0,0,50,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,1,8,18,0,19,0,54,22,2,3
652,1.0,25.0,8.0,Yes,0,0,8,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,2,10,15,0,16,0,6,22,2,3
653,1.0,33.15399610136452,40.0,Yes,0,0,40,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,1,2020,12,2,10,18,0,19,0,59,22,2,3
654,1.0,25.0,7.0,Yes,0,0,7,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,3,6,15,0,16,0,6,22,2,3
655,1.0,33.15399610136452,85.0,Yes,0,0,85,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,7,2,18,0,19,0,31,22,2,3
656,1.0,25.0,2.0,Yes,0,0,2,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,8,8,10,0,11,0,14,22,2,3
657,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,8,8,15,0,16,0,14,22,2,3
658,1.0,25.0,3.0,Yes,0,0,3,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,9,10,15,0,16,0,5,22,2,3
659,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,10,6,10,0,11,0,14,22,2,3
660,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,14,2,15,0,16,0,15,22,2,3
661,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,15,8,10,0,11,0,6,22,2,3
662,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,15,8,15,0,16,0,15,22,2,3
663,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,16,10,15,0,16,0,6,22,2,3
664,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,17,6,10,0,11,0,15,22,2,3
665,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2020,12,17,6,15,0,16,0,6,22,2,3
666,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,12,8,10,30,11,30,14,22,2,1
667,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,12,8,15,0,16,0,14,22,2,1
668,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,13,10,10,0,11,0,14,22,2,1
669,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,13,10,15,0,16,0,5,22,2,1
670,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,14,6,10,30,11,30,5,22,2,1
671,1.0,25.0,4.0,Yes,0,0,4,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,14,6,15,0,16,0,5,22,0,3
672,1.0,25.0,3.0,Yes,0,0,3,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,19,8,10,30,11,30,15,22,0,3
673,1.0,25.0,2.0,Yes,0,0,2,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,19,8,15,0,16,0,15,22,0,3
674,1.0,25.0,0.0,No,0,0,0,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,20,10,10,0,11,0,15,22,0,3
675,1.0,25.0,11.0,Yes,0,0,11,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,20,10,15,0,16,0,6,22,0,3
676,1.0,25.0,3.0,Yes,0,0,3,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,21,6,10,30,11,30,6,22,0,3
677,1.0,25.0,4.0,Yes,0,0,4,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,21,6,15,0,16,0,6,22,0,3
678,1.0,1.0,1.0,Yes,0,0,0,0,0,0,0.0,1.0,46.729243427096854,-117.16408172774106,0,2021,1,25,2,11,0,12,0,2,22,0,5
679,1.0,25.0,9.0,Yes,0,0,9,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,26,8,15,0,16,0,14,22,0,3
680,1.0,25.0,14.0,Yes,0,0,14,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,27,10,15,0,16,0,5,22,0,3
681,1.0,25.0,9.0,Yes,0,0,9,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,1,28,6,15,0,16,0,5,22,0,3
682,1.0,25.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,2,8,15,0,16,0,15,22,0,3
683,1.0,25.0,9.0,Yes,0,0,9,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,3,10,15,0,16,0,6,22,0,3
684,1.0,25.0,6.0,Yes,0,0,6,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,4,6,15,0,16,0,6,22,0,3
685,1.0,25.0,5.0,Yes,0,0,5,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,10,10,15,0,16,0,5,22,0,3
686,1.0,25.0,1.0,Yes,0,0,1,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,11,6,15,0,16,0,5,22,0,3
687,1.0,25.0,3.0,Yes,0,0,3,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,12,0,15,0,16,0,14,22,0,3
688,1.0,25.0,5.0,Yes,0,0,5,0,0,0,0.0,0.0,46.729243427096854,-117.16408172774106,0,2021,2,16,8,15,0,16,0,15,22,0,3
