Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Expected Attendance,Actual Attendance,Program Delivered,Format,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Location,Latitude,Longitude,GPS Coordinates
Mandatory Prog,1/23/21,Saturday,9:00:00 AM,10:00:00 AM,1,Count on Cougs,Facilitator_16,14,10,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,10,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,1/23/21,Saturday,10:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_16,16,10,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,10,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,3/12/21,Friday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: Makeup,Facilitator_16,40,40,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,40,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,4/2/21,Friday,10:00:00 AM,11:00:00 AM,1,Count on Cougs: Makeup,Facilitator_16,,22,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,22,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/15/21,Sunday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: WOW,Facilitator_16,40,40,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,40,0,0,0,,,Undergraduate,Greek Student,,,,,
Mandatory Prog,8/15/21,Sunday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: WOW,Facilitator_16,40,40,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,40,0,0,0,,,Undergraduate,Greek Student,,,,,
Mandatory Prog,8/15/21,Sunday,1:15:00 PM,2:15:00 PM,1,Count on Cougs: WOW,Facilitator_16,40,40,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,40,0,0,0,,,Undergraduate,Greek Student,,,,,
Mandatory Prog,8/21/21,Saturday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: WOW,Facilitator_16,40,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Undergraduate,First-year students,,Todd 130,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/21/21,Saturday,11:00:00 AM,12:00:00 PM,1,Count on Cougs: WOW,Facilitator_16,40,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Undergraduate,First-year students,,Todd 130,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/21/21,Saturday,1:15:00 PM,2:15:00 PM,1,Count on Cougs: WOW,Facilitator_16,40,33,Yes,IN-PERSON,In-Person,Pullman,0,0,33,0,0,0,,,Undergraduate,First-year students,,Todd 130,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,9/17/21,Friday,11:30:00 AM,12:30:00 PM,1,Count on Cougs: Fall,Facilitator_16,40,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/24/21,Friday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: Fall,Facilitator_16,40,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,9/29/21,Wednesday,4:30:00 PM,5:30:00 PM,1,Count on Cougs: Fall,Facilitator_16,40,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/6/21,Wednesday,4:30:00 PM,5:30:00 PM,1,Count on Cougs: Fall,Facilitator_16,40,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/13/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_16,40,10,Yes,IN-PERSON,In-Person,Pullman,0,0,10,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/15/21,Friday,11:30:00 AM,12:30:00 AM,1,Count on Cougs: Fall,Facilitator_16,40,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,10/22/21,Friday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: Fall,Facilitator_16,40,2,Yes,IN-PERSON,In-Person,Pullman,0,0,2,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,11/15/21,Monday,3:00:00 PM,4:00:00 PM,1,Count on Cougs: Fall,Facilitator_16,40,21,Yes,IN-PERSON,In-Person,Pullman,0,0,21,0,0,0,,,Undergraduate,First-year students,,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
Mandatory Prog,8/10/19,Saturday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,38,Yes,IN-PERSON,In-Person,Pullman,0,0,38,0,0,0,,,General,,organization,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/10/19,Saturday,5:45:00 PM,7:15:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,41,Yes,IN-PERSON,In-Person,Pullman,0,0,41,0,0,0,,,General,,organization,Todd 404,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,23,Yes,IN-PERSON,In-Person,Pullman,0,0,23,0,0,0,,,General,,organization,CUE 409,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,14,Yes,IN-PERSON,In-Person,Pullman,0,0,14,0,0,0,,,General,,organization,CUE 418,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,General,,organization,CUE 418,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/15/19,Thursday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_17,,66,Yes,IN-PERSON,In-Person,Pullman,0,0,66,0,0,0,,,General,,organization,Todd 334,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/15/19,Thursday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,General,,organization,CUE 418,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/16/19,Friday,1:00:00 PM,2:00:00 PM,1,Green Dot,Facilitator_17,,114,Yes,IN-PERSON,In-Person,Pullman,0,0,114,0,0,0,,,General,,organization,Todd 133,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_17,,40,Yes,IN-PERSON,In-Person,Pullman,0,0,40,0,0,0,,,General,,organization,CUE 418,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/17/20,Monday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_18,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/19/20,Wednesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_18,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,8/20/20,Thursday,11:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_18,40,26,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Undergraduate,First-year students,,,,,
Mandatory Prog,6/13/19,Thursday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_19,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_19,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_19,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_19,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_19,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_19,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_19,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,8/11/19,Sunday,3:30:00 PM,5:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,12,Yes,IN-PERSON,In-Person,Pullman,0,0,12,0,0,0,,,General,,organization,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,General,,organization,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,23,Yes,IN-PERSON,In-Person,Pullman,0,0,23,0,0,0,,,General,,organization,Todd 303 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,30,Yes,IN-PERSON,In-Person,Pullman,0,0,30,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,20,Yes,IN-PERSON,In-Person,Pullman,0,0,20,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,1:15:00 PM,2:45:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,40,Yes,IN-PERSON,In-Person,Pullman,0,0,40,0,0,0,,,General,,organization,Todd 307,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/15/19,Friday,11:00:00 AM,12:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,41,Yes,IN-PERSON,In-Person,Pullman,0,0,41,0,0,0,,,General,,organization,Todd 220,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/16/19,Friday,2:15:00 PM,4:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,General,,organization,Todd 301,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mental Health,9/11/19,Wednesday ,12:00:00 PM,1:00:00 PM,1,Mental Health and Suicide Prevention,Facilitator_19,10,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Multicultural ,,MSS ,CUB 414 ,46.73089,-117.162374,"46° 43' 51.204'' N
117° 9' 44.5464'' W"
Mental Health,9/19/19,Thursday ,6:00:00 PM,7:00:00 PM,1,Stress and Mental Health,Facilitator_19,24,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Multicultural ,,MSS Mentors ,CUB 406,46.73089,-117.162374,"46° 43' 51.204'' N
117° 9' 44.5464'' W"
Life Skills,9/25/19,Wednesday ,12:00:00 PM,1:00:00 PM,1,Everyone's Doing It? Combating Peer Pressure,Facilitator_19,9,9,Yes,IN-PERSON,In-Person,Pullman,0,0,9,0,0,0,,,MSS,,Academic Enrichment Center,,,,
Life Skills,10/2/19,Wednesday ,1:10:00 PM,2:00:00 PM,1,Stress Management,Facilitator_19,30,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,General ,,ASCC ,,,,
Mandatory Prog,10/9/19,Wednesday,6:00:00 PM,7:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,General,,Health Promotion,,,,
Violence Prev,10/15/19,Tuesday ,7:00:00 PM,8:00:00 PM,1,Understanding Sexual Assault,Facilitator_19,15,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Multicultural ,,Lambda Theta Alpha ,G41,46.727382, -117.165967,"46° 43' 38.5752'' N
117° 9' 57.4812'' W"
AOD+IMPACT,10/23/19,Wednesday ,12:00:00 PM,1:00:00 PM,1,"Alcohol, Parties, Halloween",Facilitator_19,15,15,Yes,IN-PERSON,In-Person,Pullman,0,0,15,0,0,0,,,MSS,,Academic Enrichment Center,Todd 320 ,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
AOD+IMPACT,10/23/19,Wednesday ,6:30:00 PM,7:30:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_19,30,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,Multicultural,,Omega Delta Phi ,Cleveland 221,46.728643,-117.166177,"46° 43' 43.1148'' N
117° 9' 58.2372'' W"
AOD+IMPACT,10/28/19,Monday ,7:00:00 PM,8:00:00 PM,1,Party Expectations,Facilitator_19,20,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,Multicultural ,,Chi Delta Sigma ,Regents Sky Lounge ,46.73453,-117.162896,"46° 44' 4.308'' N
117° 9' 46.4256'' W"
AOD+IMPACT,10/30/19,Wednesday ,5:30:00 PM,6:30:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_19,20,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Multicultural ,,Sigma Lambda Gamma ,Spark 333,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
AOD+IMPACT,11/1/19,Friday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_19,20,17,Yes,IN-PERSON,In-Person,Pullman,0,0,17,0,0,0,,,,,Chi Sigma Alpha ,CUB 208 ,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
Violence Prev,11/4/19,Monday ,5:00:00 PM,6:00:00 PM,1,Healthy Relationships,Facilitator_19,30,18,No,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,,,Alpha Psi Lambda ,,,,
Life Skills,11/6/19,Wednesday ,12:10:00 PM,1:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_19,18,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,MSS,,Academic Enrichment Center,,,,
AOD+IMPACT,11/18/19,Monday ,7:30:00 PM,8:30:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_19,15,7,Yes,IN-PERSON,In-Person,Pullman,0,0,7,0,0,0,,,Multicultural ,,Gamma Iota Omicron ,Pullman High School ,46.747595, -117.185405,"46° 44' 51.342'' N
117° 11' 7.458'' W"
AOD+IMPACT,11/19/19,Thursday ,6:00:00 PM,7:00:00 PM,1,Party Expectations,Facilitator_19,20,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,Multicultural ,,Alpha Nu Sorority ,2nd floor lounge ,46.734534,-117.162843,"46° 44' 4.3224'' N
117° 9' 46.2348'' W"
Mandatory Prog,1/12/20,Sunday,11:30:00 AM,1:00:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,,,,,,,
Mandatory Prog,1/12/20,Sunday,2:00:00 PM,3:30:00 PM,2,"Booze, Sex, & Reality Checks",Facilitator_19,,0,No,IN-PERSON,In-Person,Pullman,0,0,0,0,0,0,,,,,,,,,
Mental Health,1/15/20,Wednesday,12:10:00 PM,1:00:00 PM,1,Academic Success,Facilitator_19,,7,Yes,IN-PERSON,In-Person,Pullman,0,0,7,0,0,0,,,General ,Academic Enrichment Center,,CUE 406,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Life Skills,1/29/20,Wednesday,5:00:00 PM,6:00:00 PM,1,Mindfulness and Restful Sleep,Facilitator_19,,15,Yes,IN-PERSON,In-Person,Pullman,0,0,15,0,0,0,,,General ,,,Elson Floyd Center,46.726959,-117.167813,"46° 43' 37.0524'' N
117° 10' 4.1268'' W"
Life Skills,1/29/20,Wednesday,6:15:00 PM,7:15:00 PM,1,Mindfulness and Restful Sleep,Facilitator_19,,3,Yes,IN-PERSON,In-Person,Pullman,0,0,3,0,0,0,,,General ,,,Elson Floyd Center,46.726959,-117.167813,"46° 43' 37.0524'' N
117° 10' 4.1268'' W"
AOD+IMPACT,2/4/20,Tuesday ,4:30:00 PM,5:30:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_19,15,3,Yes,IN-PERSON,In-Person,Pullman,0,0,3,0,0,0,,,Multicultural ,Lambda Phi Epsilon ,,College Hall 235 ,46.730449,-117.164235,"46° 43' 49.6164'' N
117° 9' 51.246'' W"
AOD+IMPACT,2/10/20,Monday ,7:00:00 PM,8:00:00 PM,1,Real Risks,Facilitator_19,17,18,Yes,IN-PERSON,In-Person,Pullman,0,0,18,0,0,0,,,Multicultural ,Chi Delta Sigma ,,CUB 204 ,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
Mental Health,2/12/20,Wednesday,12:10:00 PM,1:00:00 PM,1,"Race, Mental Health, and Professionalism",Facilitator_19,,24,Yes,IN-PERSON,In-Person,Pullman,0,0,24,0,0,0,,,Multicultural ,African American Student Center,,CUB 420,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
Life Skills,2/25/20,Tuesday ,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_19,50,26,Yes,IN-PERSON,In-Person,Pullman,0,0,26,0,0,0,,,Multicultural ,Lambda Theta Alpha ,,Spark 323,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mental Health,2/26/20,Wednesday,12:10:00 PM,1:00:00 PM,1,Diversity & Healthcare,Facilitator_19,,11,Yes,IN-PERSON,In-Person,Pullman,0,0,11,0,0,0,,,Multicultural ,African American Student Center,,CUB 420,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
AOD+IMPACT,3/10/20,Tuesday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_19,15,6,Yes,IN-PERSON,In-Person,Pullman,0,0,6,0,0,0,,,Multicultural ,Gamma Iota Omicron ,,CUE 316 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mental Health,3/11/20,Wednesday,12:10:00 PM,1:00:00 PM,1,Is Your Smart Phone Making You Dumb?,Facilitator_19,,6,Yes,IN-PERSON,In-Person,Pullman,0,0,6,0,0,0,,,General ,Academic Enrichment Center,,CUB 410,46.730967, -117.162356,"46° 43' 51.4812'' N
117° 9' 44.4816'' W"
AOD+IMPACT,3/23/20,Monday ,5:30:00 PM,6:30:00 PM,1,Real Risks,Facilitator_19,18,16,Yes,IN-PERSON,In-Person,Pullman,0,0,16,0,0,0,,,Multicultural ,Gamma Alpha Omega ,,,,,
Violence Prev,3/25/20,Wednesday ,7:00:00 PM,8:00:00 PM,1,Understanding Sexual Assault,Facilitator_19,40,19,Yes,IN-PERSON,In-Person,Pullman,0,0,19,0,0,0,,,Multicultural ,Gamma Iota Omicron ,,CUE 219 ,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
AOD+IMPACT,4/28/20,Tuesday ,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_19,30,0,No,ONLINE-LIVE,Online-Live,Pullman,0,0,0,0,0,0,,,Multicultural ,Lambda Theta Alpha ,,,,,
AOD+IMPACT,5/4/20,Monday ,5:00:00 PM,6:00:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_19,20,19,Yes,ONLINE-LIVE,Online-Live,Pullman,0,0,19,0,0,0,,,Multicultural ,Chi Sigma Alpha ,,ZOOM ,,,
Mandatory Prog,6/13/19,Thursday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_2,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/13/19,Thursday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_2,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,11:00:00 AM,11:25:00 AM,0,Safety on Campus,Facilitator_2,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/17/19,Monday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_2,,34,Yes,IN-PERSON,In-Person,Pullman,0,0,34,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mental Health,6/20/19,Thursday ,11:00:00 AM,1:00:00 PM,2,Campus Connect,Facilitator_2,30,29,Yes,IN-PERSON,In-Person,Pullman,0,0,29,0,0,0,,,General ,,VetMed,VetMed 1408 ,46.72886, -117.159372,"46° 43' 43.896'' N
117° 9' 33.7392'' W"
Mandatory Prog,6/21/19,Friday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_2,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/21/19,Friday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_2,,39,Yes,IN-PERSON,In-Person,Pullman,0,0,39,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/24/19,Monday,8:30:00 AM,8:55:00 AM,0,Safety on Campus,Facilitator_2,,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/24/19,Monday,9:00:00 AM,9:25:00 AM,0,Safety on Campus,Facilitator_2,,25,Yes,IN-PERSON,In-Person,Pullman,0,0,25,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/27/19,Thursday,10:00:00 AM,10:25:00 AM,0,Safety on Campus,Facilitator_2,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,6/27/19,Thursday,10:30:00 AM,10:55:00 AM,0,Safety on Campus,Facilitator_2,,35,Yes,IN-PERSON,In-Person,Pullman,0,0,35,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/8/19,Monday,11:30:00 AM,11:55:00 AM,0,Safety on Campus,Facilitator_2,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/8/19,Monday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_2,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,7:30:00 AM,7:55:00 AM,0,Safety on Campus,Facilitator_2,,32,Yes,IN-PERSON,In-Person,Pullman,0,0,32,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/12/19,Friday,8:00:00 AM,8:25:00 AM,0,Safety on Campus,Facilitator_2,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/15/19,Monday,12:00:00 PM,12:25:00 PM,0,Safety on Campus,Facilitator_2,,13,Yes,IN-PERSON,In-Person,Pullman,0,0,13,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/15/19,Monday,12:30:00 PM,12:55:00 PM,0,Safety on Campus,Facilitator_2,,13,Yes,IN-PERSON,In-Person,Pullman,0,0,13,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mental Health,7/18/19,Thursday ,10:00:00 AM,11:00:00 AM,1,Campus Connect Booster,Facilitator_2,10,9,Yes,IN-PERSON,In-Person,Pullman,0,0,9,0,0,0,,,General ,,Residence Life,Spark 233,46.727996,-117.165668,"46° 43' 40.7856'' N
117° 9' 56.4048'' W"
Mandatory Prog,7/19/19,Friday,1:00:00 PM,1:25:00 PM,0,Safety on Campus,Facilitator_2,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/19/19,Friday,1:30:00 PM,1:55:00 PM,0,Safety on Campus,Facilitator_2,,28,Yes,IN-PERSON,In-Person,Pullman,0,0,28,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,1:00:00 PM,1:25:00 PM,0,Safety on Campus,Facilitator_2,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
Mandatory Prog,7/23/19,Tuesday,1:30:00 PM,1:55:00 PM,0,Safety on Campus,Facilitator_2,,27,Yes,IN-PERSON,In-Person,Pullman,0,0,27,0,0,0,,,Incoming Students,,New Student Programs,,,,
