Category,Date,DOW,Start Time,End Time,Hours,Program,Facilitator 1,Facilitator 2,Expected Attendance,Actual Attendance,Program Delivered,Format,Campus,Everett,Global,Pullman,Spokane,Tri Cities,Vancouver,Open System-wide.1,Non-WSU,Unsure,Main Role On Campus,Campus Community,Organization,Contact Name & Number,Notes,Location,Latitude,Longitude,GPS Coordinates
Mandatory Prog,8/10/19,Saturday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_27,,,70,Yes,In-Person,Pullman,,,70,,,,,,,General,,Fraternity PNM's,,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_27,,,63,Yes,In-Person,Pullman,,,63,,,,,,,General,,Fraternity PNM's,,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,2:00:00 PM,3:00:00 PM,1,Green Dot,Facilitator_27,,,61,Yes,In-Person,Pullman,,,61,,,,,,,General,,organization,,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/11/19,Sunday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_27,,,73,Yes,In-Person,Pullman,,,73,,,,,,,General,,Fraternity PNM's,,,Todd 125,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_27,,,14,Yes,In-Person,Pullman,,,14,,,,,,,General,,organization,,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/12/19,Monday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_27,,,46,Yes,In-Person,Pullman,,,46,,,,,,,General,,organization,,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_27,,,21,Yes,In-Person,Pullman,,,21,,,,,,,General,,organization,,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/13/19,Tuesday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_27,,,32,Yes,In-Person,Pullman,,,32,,,,,,,General,,organization,,,CUE 203,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,8/14/19,Wednesday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_27,,,56,Yes,In-Person,Pullman,,,56,,,,,,,General,,organization,,,Todd 230,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/14/19,Wednesday,11:45:00 AM,12:45:00 PM,1,Green Dot,Facilitator_27,,,53,Yes,In-Person,Pullman,,,53,,,,,,,General,,organization,,,Todd 311,46.729809,-117.163473,"46° 43' 47.3124'' N
117° 9' 48.5028'' W"
Mandatory Prog,8/15/19,Thursday,9:30:00 AM,10:30:00 AM,1,Green Dot,Facilitator_27,,,67,Yes,In-Person,Pullman,,,67,,,,,,,General,,organization,,,CUE 319,46.729801,-117.161642,"46° 43' 47.2836'' N
117° 9' 41.9112'' W"
Mandatory Prog,1/12/20,Sunday,10:00:00 AM,11:00:00 AM,1,Green Dot,Facilitator_27,Facilitator_28,71,66,Yes,In-Person,Pullman,,,66,,,,,,,,,,,,,,,
Mandatory Prog,1/12/20,Sunday,12:30:00 PM,1:30:00 PM,1,Green Dot,Facilitator_27,Facilitator_28,61,51,Yes,In-Person,Pullman,,,51,,,,,,,,,,,,,,,
Mandatory Prog,8/15/21,Sunday,1:15:00 PM,2:15:00 PM,1,Count on Cougs: WOW,Facilitator_28,,40,,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,Greek Student,,,,,,,
Mandatory Prog,8/15/21,Sunday,2:45:00 PM,3:45:00 PM,1,Count on Cougs: WOW,Facilitator_28,,40,,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,Greek Student,,,,,,,
Mandatory Prog,8/16/20,Sunday,9:00:00 AM,10:00:00 AM,0,Count on Cougs,Facilitator_29,,40,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/16/20,Sunday,3:00:00 PM,4:00:00 PM,1,Count on Cougs,Facilitator_29,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/18/20,Tuesday,11:30:00 AM,12:30:00 PM,1,Count on Cougs,Facilitator_29,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,10/5/20,Monday,3:30:00 PM,4:30:00 PM,1,Count on Cougs: Makeup,Facilitator_29,,40,30,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/16/20,Sunday,10:30:00 AM,11:30:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/16/20,Sunday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/16/20,Sunday,3:00:00 PM,4:00:00 PM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/17/20,Monday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/18/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/19/20,Wednesday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/20/20,Thursday,10:00:00 AM,11:00:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/22/20,Saturday,9:30:00 AM,10:30:00 AM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/22/20,Saturday,11:00:00 AM,12:00:00 PM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
Mandatory Prog,8/22/20,Saturday,1:30:00 PM,2:30:00 PM,1,Count on Cougs,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
AOD+IMPACT,8/24/20,Monday,10:00:00 AM,11:00:00 AM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/24/20,Monday,3:30:00 PM,4:30:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/25/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Alcohol 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/25/20,Tuesday,3:30:00 PM,4:30:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/26/20,Wednesday,10:00:00 AM,11:00:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/26/20,Wednesday,3:30:00 PM,4:30:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/27/20,Thursday,10:00:00 AM,11:00:00 AM,1,Alcohol 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/27/20,Thursday,3:30:00 PM,4:30:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/28/20,Friday,10:00:00 AM,11:00:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/28/20,Friday,4:00:00 PM,5:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
Mandatory Prog,8/29/20,Saturday,10:00:00 AM,11:00:00 AM,1,Count on Cougs: Makeup,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
AOD+IMPACT,8/31/20,Monday,10:00:00 AM,11:00:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,8/31/20,Monday,3:30:00 PM,4:30:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/1/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/1/20,Tuesday,3:30:00 PM,4:30:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/2/20,Wednesday,10:00:00 AM,11:00:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/2/20,Wednesday,3:30:00 PM,4:30:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/3/20,Thursday,10:00:00 AM,11:00:00 AM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/3/20,Thursday,3:30:00 PM,4:30:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/4/20,Friday,10:00:00 AM,11:00:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/4/20,Friday,4:00:00 PM,5:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,1,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/8/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/9/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/10/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,Facilitator_82,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/15/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/16/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/17/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,Facilitator_86,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/29/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,2,Yes,Online - Live,Pullman,,,2,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,9/30/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,2,Yes,Online - Live,Pullman,,,2,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/1/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,2,Yes,Online - Live,Pullman,,,2,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/2/20,Friday,2:00:00 PM,2:50:00 PM,1,Stress Management,Facilitator_3,,,20,Yes,Online-Live,Pullman,,,20,,,,,,,Undergraduate,First-year students,Office of Academic Engagement/College Success Programs ,"Facilitator_57 Panday Shukla, p.pandayshukla@wsu.edu",First-generation students,,,,
Mandatory Prog,10/2/20,Friday,11:30:00 AM,12:30:00 PM,1,Count on Cougs: Makeup,Facilitator_3,,40,26,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
AOD+IMPACT,10/6/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,11,Yes,Online - Live,Pullman,,,11,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/7/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,16,Yes,Online - Live,Pullman,,,16,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/7/20,Wednesday,12:10:00 PM,12:40:00 PM,0,Stress Management,Facilitator_3,,,20,Yes,Online - Live,Pullman,,,20,,,,,,,Undergraduate,"Class, Student",UNIV 250 ASCC,"Alicia Peterson, 509-335-6000",,,,,
AOD+IMPACT,10/8/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,Facilitator_86,25,11,Yes,Online - Live,Pullman,,,11,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/8/20,Thursday,9:10:00 AM,9:40:00 AM,0,Stress Management,Facilitator_3,,,20,Yes,Online - Live,Pullman,,,20,,,,,,,Undergraduate,"Class, Student",UNIV 250 ASCC,"Alicia Peterson, 509-335-6000",,,,,
Mandatory Prog,10/12/20,Monday,5:30:00 PM,6:30:00 PM,1,Count on Cougs: Makeup,Facilitator_3,,40,6,Yes,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
AOD+IMPACT,10/13/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,6,Yes,Online - Live,Pullman,,,6,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/13/20,Tuesday,6:00:00 PM,7:00:00 PM,1,Mindfulness,Facilitator_3,,,40,Yes,Online-Live,Pullman,,,40,,,,,,,Undergraduate,Greek Student,Phi Kappa Theta,,,,,,
Life Skills,10/13/20,Tuesday,6:00:00 PM,7:00:00 PM,1,Mindfulness,Facilitator_3,,,0,No,Online - Live,,,,,,,,,,,Undergraduate,ASCC (not Class),ASCC,,,,,,
AOD+IMPACT,10/14/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,20,Yes,Online - Live,Pullman,,,20,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/15/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,5,Yes,Online - Live,Pullman,,,5,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/20/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,13,Yes,Online - Live,Pullman,,,13,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/21/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,8,Yes,Online - Live,Pullman,,,8,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/21/20,Wednesday,6:00:00 PM,7:00:00 PM,1,"Sleep More, Sleep Better",Facilitator_3,,75,70,Yes,Online-Live,Pullman,,,70,,,,,,,Undergraduate,,,,,,,,
Life Skills,10/21/20,Wednesday,5:00:00 PM,6:00:00 PM,1,Stress Management,Facilitator_3,,70,68,Yes,Online - Live,Pullman,,,68,,,,,,,,,,,,,,,
AOD+IMPACT,10/22/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,Facilitator_86,25,9,Yes,Online - Live,Pullman,,,9,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/27/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,9,Yes,Online - Live,Pullman,,,9,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/28/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,8,Yes,Online - Live,Pullman,,,8,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,10/29/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,10,Yes,Online - Live,Pullman,,,10,,,,,,,Undergraduate,,,,,,,,
Mandatory Prog,10/30/20,Friday,9:30:00 AM,10:30:00 AM,1,Count on Cougs: Makeup,Facilitator_3,,40,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,First-year students,,,,,,,
AOD+IMPACT,11/3/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,7,Yes,Online - Live,Pullman,,,7,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/4/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,10,Yes,Online - Live,Pullman,,,10,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/5/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/9/20,Monday,4:00:00 PM,5:00:00 PM,1,"Sleep, Alcohol, & Academic Impacts",Facilitator_3,,,17,Yes,Online - Live,Pullman,,,17,,,,,,,Undergraduate,Greek Student,Sigma Pi,"Caden Williams, cayden.williams@wsu.edu",,,,,
AOD+IMPACT,11/10/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,6,Yes,Online - Live,Pullman,,,6,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/12/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/13/20,Friday,4:00:00 PM,5:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,1,Yes,Online - Live,Pullman,,,1,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,11/17/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,3,Yes,Online - Live,Pullman,,,3,,,,,,,Undergraduate,,,,,,,,
Life Skills,11/17/20,Tuesday,6:00:00 PM,7:00:00 PM,1,Stress Management,Facilitator_3,,,40,Yes,Online-Live,Pullman,,,40,,,,,,,undergraduate,Greek Student,Phi Kappa Sigma,"Joseph Lane, joseph.lane@wsu.edu",,,,,
AOD+IMPACT,11/18/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,7,Yes,Online - Live,Pullman,,,7,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/1/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/1/20,Tuesday,6:00:00 PM,7:00:00 PM,1,Real Risks,Facilitator_3,,,50,Yes,Online - Live,Pullman,,,50,,,,,,,Undergraduate,Greek Student,Sigma Nu,"Jack Larsen, jack.larsen@wsu.edu",,,,,
AOD+IMPACT,12/2/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,8,Yes,Online - Live,Pullman,,,8,,,,,,,Undergraduate,,,,,,,,
Life Skills,12/2/20,Wednesday,6:00:00 PM,7:00:00 PM,1,Self-Care,Facilitator_3,,,40,Yes,Online-Live,Pullman,,,40,,,,,,,Undergraduate,Greek Student,Kappa Delta,"Molly Olney, molly.olney@wsu.edu",,,,,
AOD+IMPACT,12/3/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,7,Yes,Online - Live,Pullman,,,7,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/7/20,Monday,6:00:00 PM,7:00:00 PM,1,Culture Change,Facilitator_3,,,85,Yes,Online - Live,Pullman,,,85,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/8/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,25,2,Yes,Online - Live,Pullman,,,2,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/8/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/9/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,3,Yes,Online - Live,Pullman,,,3,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/10/20,Thursday,10:00:00 AM,11:00:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/14/20,Monday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/15/20,Tuesday,10:00:00 AM,11:00:00 AM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/15/20,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,Facilitator_51,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/16/20,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/17/20,Thursday,10:00:00 AM,11:00:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,12/17/20,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,Facilitator_86,25,0,No,Online - Live,Pullman,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/12/21,Tuesday,10:30:00 AM,11:30:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/12/21,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/13/21,Wednesday,10:00:00 AM,11:00:00 AM,1,Cannabis 1 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/13/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/14/21,Thursday,10:30:00 AM,11:30:00 AM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/14/21,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,4,Yes,,Pullman,,,4,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/19/21,Tuesday,10:30:00 AM,11:30:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,25,3,Yes,,Pullman,,,3,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/19/21,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 2 (IMPACT),Facilitator_3,,25,2,Yes,,Pullman,,,2,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/20/21,Wednesday,10:00:00 AM,11:00:00 AM,1,Cannabis 2 (IMPACT),Facilitator_3,,25,0,No,,,,,,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/20/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,11,Yes,,Pullman,,,11,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/21/21,Thursday,10:30:00 AM,11:30:00 AM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,3,Yes,,Pullman,,,3,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/21/21,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 2 (IMPACT),Facilitator_3,,25,4,Yes,,Pullman,,,4,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/25/21,Monday,11:00:00 AM,12:00:00 PM,1,3rd Violation (IMPACT),Facilitator_3,,1,1,Yes,,Unsure,,,,,,,,,1,Undergraduate,,,,,,,,
AOD+IMPACT,1/26/21,Tuesday,3:00:00 PM,4:00:00 PM,1,Cannabis 1 (IMPACT),Facilitator_3,Facilitator_51,25,9,Yes,,Pullman,,,9,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/27/21,Wednesday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,14,Yes,,Pullman,,,14,,,,,,,Undergraduate,,,,,,,,
AOD+IMPACT,1/28/21,Thursday,3:00:00 PM,4:00:00 PM,1,Alcohol 1 (IMPACT),Facilitator_3,,25,9,Yes,,Pullman,,,9,,,,,,,Undergraduate,,,,,,,,
